,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1836,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),131.55,202510,10,"125,000",126,1,개인,개인,1993,장안로 15,-,중개거래,경기 성남시 분당구,26.01.21
1837,경기도 성남시 분당구 이매동,116,116,0,이매촌(성지),84.9,202510,10,"185,000",704,3,개인,개인,1992,이매로 54,-,중개거래,서울 강남구,25.12.30
1838,경기도 성남시 분당구 구미동,110,110,0,하얀마을(5단지)(주공),35.28,202510,10,"69,000",504,9,개인,개인,1995,미금일로 21,-,중개거래,"경기 성남시 분당구, 서울 도봉구",25.12.05
1839,경기도 성남시 분당구 야탑동,330,330,0,장미마을(코오롱)1,59.55,202510,10,"115,000",121,15,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,26.01.12
1840,경기도 성남시 분당구 대장동,642,642,0,판교풍경채어바니티(5단지),84.9476,202510,10,"119,500",501동,2,개인,개인,2021,판교대장로5길 20,-,중개거래,경기 성남시 분당구,26.02.23
1841,경기도 성남시 분당구 정자동,180,180,0,미켈란쉐르빌,23.51,202510,9,"30,000",C,7,개인,개인,2003,정자일로 100,-,중개거래,경기 성남시 분당구,25.10.15
1842,경기도 성남시 분당구 서현동,87,87,0,시범한신,84.69,202510,9,"215,000",113,12,개인,개인,1991,중앙공원로 53,-,중개거래,경기 성남시 분당구,25.12.30
1843,경기도 성남시 분당구 삼평동,722,722,0,봇들마을3단지(주공),59.84,202510,9,"172,500",307,11,개인,개인,2009,동판교로 225,-,중개거래,경기 성남시 분당구,26.01.09
1844,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202510,6,"121,500",309,1,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.12.02
1845,경기도 성남시 분당구 금곡동,177,177,0,청솔마을(서광),84.96,202510,6,"174,500",101,13,개인,개인,1995,성남대로171번길 8,-,중개거래,경기 성남시 분당구,26.02.26
1846,경기도 성남시 분당구 야탑동,391,391,0,현대I-PARK,119.7809,202510,5,"154,500",104,3,개인,개인,2003,야탑로 125,-,중개거래,경기 성남시 분당구,25.12.26
1847,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),84.92,202510,5,"140,000",1307,15,개인,개인,2010,판교원로82번길 30,-,중개거래,경기 성남시 분당구,26.01.15
1848,경기도 성남시 분당구 금곡동,201,201,0,코오롱더프라우,172.094,202510,4,"135,000",코오롱더프라우아파트,9,개인,개인,2004,정자일로 27,-,중개거래,경기 성남시 분당구,26.02.26
1849,경기도 성남시 분당구 운중동,916,916,0,산운마을14단지(경남아너스빌),115.44,202510,4,"155,000",1402,4,개인,개인,2009,판교원로82번길 60,-,중개거래,경기 성남시 분당구,26.01.21
1850,경기도 성남시 분당구 운중동,949,949,0,산운마을10단지(대광로제비앙),59.98,202510,4,"149,500",1003,5,개인,개인,2009,판교원로81번길 15,-,중개거래,경기 성남시 분당구,26.02.03
1851,경기도 성남시 분당구 운중동,916,916,0,산운마을14단지(경남아너스빌),115.53,202510,4,"114,000",1403,14,개인,개인,2009,판교원로82번길 60,-,직거래,-,26.01.16
1852,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),84.99,202510,4,"135,000",138,11,개인,개인,1993,장미로 55,-,중개거래,"경기 성남시 분당구, 서울 송파구",26.02.02
1853,경기도 성남시 분당구 서현동,96,96,0,시범우성,134.04,202510,4,"260,000",227,25,개인,개인,1992,중앙공원로 54,-,중개거래,경기 성남시 분당구,25.10.31
1854,경기도 성남시 분당구 분당동,39,39,0,샛별마을(삼부),69.96,202510,4,"149,500",404,9,개인,개인,1992,수내로 201,-,중개거래,경기 성남시 분당구,26.02.26
1855,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),131.55,202510,4,"135,000",122,8,개인,개인,1994,장안로 15,-,중개거래,경기 성남시 분당구,25.12.23
1856,경기도 성남시 분당구 판교동,637,637,0,판교원마을7단지(모아미래도),56.555,202510,4,"125,000",706,14,개인,개인,2009,판교원로 237,-,중개거래,경기 성남시 분당구,26.01.20
1857,경기도 성남시 분당구 백현동,531,531,0,판교알파리움1단지,142.013,202510,4,"310,000",102,14,개인,개인,2015,대왕판교로606번길 10,-,중개거래,경기 성남시 분당구,26.01.22
1858,경기도 성남시 분당구 구미동,66,66,0,까치마을(3단지)(신원),130.83,202510,4,"180,000",314,2,개인,개인,1995,미금로 177,-,중개거래,경기 성남시 분당구,26.01.15
1859,경기도 성남시 분당구 이매동,142,142,0,아름마을(선경),41.76,202510,4,"105,500",605,10,개인,개인,1993,이매로 11,-,중개거래,경기 성남시 분당구,25.12.29
1860,경기도 성남시 분당구 정자동,11,11,0,현대I-PARK3,163.74,202510,4,"240,000",301,31,개인,개인,2003,정자일로213번길 5,-,중개거래,경기 성남시 분당구,26.02.20
1861,경기도 성남시 분당구 금곡동,143,143,0,청솔마을(성원),134.67,202510,4,"190,000",-,18,개인,개인,1994,미금로 251,20260114,중개거래,경기 성남시 분당구,-
1862,경기도 성남시 분당구 금곡동,143,143,0,청솔마을(성원),134.67,202510,4,"190,000",701,18,개인,개인,1994,미금로 251,-,중개거래,경기 성남시 분당구,26.03.10
1863,경기도 성남시 분당구 수내동,54,54,0,파크타운(삼익),101.91,202510,4,"205,000",125,1,개인,개인,1993,내정로166번길 42,-,중개거래,경기 성남시 분당구,26.01.23
1864,경기도 성남시 분당구 판교동,629,629,0,판교원마을3단지(푸르지오),84.56,202510,3,"167,500",305,4,개인,개인,2009,판교로 20,-,중개거래,경기 성남시 분당구,26.01.30
1865,경기도 성남시 분당구 판교동,634,634,0,판교원마을5단지(푸르지오),101.06,202510,3,"183,000",503,9,개인,개인,2009,판교원로 207,-,중개거래,경기 성남시 분당구,26.03.31
1866,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),101.65,202510,3,"150,000",1310,29,개인,개인,2010,판교원로82번길 30,-,중개거래,경기 성남시 분당구,26.02.27
1867,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.71,202510,3,"84,000",216,16,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,26.01.23
1868,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202510,3,"126,000",513,2,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,26.03.03
1869,경기도 성남시 분당구 야탑동,156,156,0,목련마을(영남),53.6,202510,3,"63,000",502,2,개인,개인,1995,판교로 669,-,중개거래,경기 성남시 분당구,25.11.14
1870,경기도 성남시 분당구 삼평동,722,722,0,봇들마을3단지(주공),59.84,202510,3,"177,500",307,6,개인,개인,2009,동판교로 225,-,중개거래,"경기 성남시 분당구, 서울 영등포구",25.12.10
1871,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,202510,3,"91,700",-,15,개인,개인,1994,불정로 195,20251029,중개거래,경기 성남시 분당구,-
1872,경기도 성남시 분당구 정자동,11,11,0,현대I-PARK3,171.39,202510,3,"248,000",-,10,개인,개인,2003,정자일로213번길 5,20260304,중개거래,경기 성남시 분당구,-
1873,경기도 성남시 분당구 야탑동,517,517,0,탑마을(벽산),114.93,202510,3,"140,000",612,12,개인,개인,1994,야탑로 124,-,중개거래,경기 성남시 분당구,26.02.10
1874,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),74.61,202510,3,"108,500",824,2,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.12.22
1875,경기도 성남시 분당구 이매동,133,133,0,아름마을(삼호),132.72,202510,3,"194,500",412,18,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,26.01.28
