,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
3944,경기도 성남시 분당구 정자동,6,6,0,파크뷰,162.869,202506,24,"310,000",607,15,개인,개인,2004,정자일로 248,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",25.10.17
3945,경기도 성남시 분당구 정자동,180,180,0,미켈란쉐르빌,134.99,202506,24,"185,000",D,17,개인,개인,2003,정자일로 100,-,중개거래,경기 성남시 분당구,25.10.30
3946,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),84.72,202506,24,"143,000",1302,27,개인,개인,2010,판교원로82번길 30,-,중개거래,경기 성남시 분당구,25.09.05
3947,경기도 성남시 분당구 야탑동,156,156,0,목련마을(영남),53.6,202506,24,"56,900",501,2,개인,개인,1995,판교로 669,-,중개거래,경기 성남시 분당구,25.09.30
3948,경기도 성남시 분당구 야탑동,211,211,0,매화마을(주공4),41.85,202506,24,"51,800",401,2,개인,개인,1993,장미로 193,-,중개거래,경기 성남시 분당구,25.08.22
3949,경기도 성남시 분당구 야탑동,536,536,0,탑마을(선경)1,51.84,202506,24,"88,000",114,10,개인,개인,1992,야탑로 20,-,중개거래,경기 성남시 분당구,25.08.20
3950,경기도 성남시 분당구 삼평동,717,717,0,봇들마을2단지(이지더원),84.2822,202506,24,"141,000",207,2,개인,개인,2009,판교로 393,-,중개거래,경기 성남시 분당구,25.09.25
3951,경기도 성남시 분당구 삼평동,717,717,0,봇들마을2단지(이지더원),84.2822,202506,24,"139,500",204,1,개인,개인,2009,판교로 393,-,중개거래,경기 성남시 분당구,25.10.20
3952,경기도 성남시 분당구 정자동,180,180,0,미켈란쉐르빌,194.81,202506,24,"268,000",-,9,개인,개인,2003,정자일로 100,-,중개거래,경기 성남시 분당구,-
3953,경기도 성남시 분당구 정자동,180,180,0,미켈란쉐르빌,194.81,202506,24,"268,000",C,9,개인,개인,2003,정자일로 100,-,중개거래,경기 성남시 분당구,25.11.28
3954,경기도 성남시 분당구 정자동,174-1,174,1,분당더?스타파크,116.7905,202506,24,"180,000",-,18,개인,개인,2007,정자일로 121,-,중개거래,경기 성남시 분당구,-
3955,경기도 성남시 분당구 정자동,01월 28일,28,1,로얄팰리스,137.76,202506,24,"198,000",에이동,30,개인,개인,2003,성남대로 449,-,중개거래,경기 성남시 분당구,25.09.24
3956,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),131.55,202506,24,"129,500",110,15,개인,개인,1993,장안로41번길 13,-,중개거래,경기 성남시 분당구,25.09.15
3957,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),126.415,202506,24,"169,000",108,2,개인,개인,1993,분당로 190,-,중개거래,경기 성남시 분당구,25.09.30
3958,경기도 성남시 분당구 이매동,142,142,0,아름마을(선경),83.58,202506,24,"169,500",601,9,개인,개인,1993,이매로 11,-,중개거래,경기 성남시 분당구,25.09.26
3959,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),59.79,202506,24,"96,500",414,1,개인,개인,1992,탄천로 95,-,중개거래,경기 성남시 분당구,25.07.23
3960,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),85,202506,24,"105,000",121,2,개인,개인,1994,분당로263번길 24,-,중개거래,경기 성남시 분당구,25.10.30
3961,경기도 성남시 분당구 서현동,91,91,0,시범한양,84.99,202506,24,"175,000",323,20,개인,개인,1992,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.09.01
3962,경기도 성남시 분당구 운중동,958,958,0,산운마을9단지(대방노블랜드),84.99,202506,24,"158,500",901,12,개인,개인,2008,산운로 126,-,중개거래,경기 성남시 분당구,25.10.23
3963,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202506,24,"89,900",509,8,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,25.09.30
3964,경기도 성남시 분당구 운중동,899,899,0,산운마을4단지(리가),84.8536,202506,24,"137,000",401,14,개인,개인,2009,판교원로 7,-,중개거래,경기 성남시 분당구,25.09.30
3965,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),84.99,202506,24,"144,500",102,5,개인,개인,1993,분당로 190,-,중개거래,경기 성남시 분당구,25.09.25
3966,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),85,202506,24,"105,000",-,2,개인,개인,1994,분당로263번길 24,20250625,중개거래,경기 성남시 분당구,-
3967,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202506,24,"114,000",309,2,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,25.09.26
3968,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,24,"65,000",903,4,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.08.28
3969,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,24,"66,000",902,10,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.10.15
3970,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,24,"68,500",903,4,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.10.17
3971,경기도 성남시 분당구 금곡동,180,180,0,청솔마을(유천),84.6,202506,24,"160,000",205,11,개인,개인,1995,정자일로 46,-,중개거래,경기 성남시 분당구,25.09.26
3972,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,24,"66,500",901,10,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.10.29
3973,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),28.16,202506,24,"70,000",513,3,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.08.25
3974,경기도 성남시 분당구 금곡동,180,180,0,청솔마을(유천),40.5,202506,24,"80,000",-,9,개인,개인,1995,정자일로 46,20250707,중개거래,경기 성남시 분당구,-
3975,경기도 성남시 분당구 운중동,899,899,0,산운마을4단지(리가),84.8536,202506,24,"139,700",401,18,개인,개인,2009,판교원로 7,-,중개거래,경기 성남시 분당구,25.10.31
3976,경기도 성남시 분당구 구미동,212,212,0,무지개(12단지)(주공뜨란체),59.98,202506,24,"66,000",-,1,개인,개인,1996,미금로22번길 10,20250904,중개거래,경기 성남시 분당구,-
3977,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,23,"63,500",901,2,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.08.12
3978,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양515-529),134.55,202506,23,"250,000",527,9,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.11.06
3979,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202506,23,"105,000",514,1,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.10.31
3980,경기도 성남시 분당구 수내동,34,34,0,양지마을(금호1),133.82,202506,23,"245,000",102,8,개인,개인,1992,수내로 74,-,중개거래,경기 성남시 분당구,25.10.23
3981,경기도 성남시 분당구 수내동,71,71,0,푸른마을(벽산),101.82,202506,23,"164,500",105,5,개인,개인,1993,수내로 174,-,중개거래,경기 성남시 분당구,25.12.22
3982,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),28.16,202506,23,"68,900",514,5,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.07.18
3983,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202506,23,"63,000",501,2,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,25.08.05
3984,경기도 성남시 분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,202506,23,"78,000",-,15,개인,개인,1995,불정로 179,20250811,중개거래,경기 성남시 분당구,-
3985,경기도 성남시 분당구 정자동,181,181,0,상록마을(보성),48.84,202506,23,"99,500",402,14,개인,개인,1995,정자일로 80,-,중개거래,경기 성남시 분당구,25.09.22
3986,경기도 성남시 분당구 정자동,180,180,0,미켈란쉐르빌,157.57,202506,23,"187,000",A,23,개인,개인,2003,정자일로 100,-,중개거래,경기 성남시 분당구,25.08.25
3987,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),84.97,202506,23,"131,000",611,16,개인,개인,1995,불정로 195,-,중개거래,경기 성남시 분당구,25.09.30
3988,경기도 성남시 분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,202506,23,"78,000",201,15,개인,개인,1995,불정로 179,-,중개거래,경기 성남시 분당구,25.10.13
3989,경기도 성남시 분당구 정자동,6,6,0,파크뷰,84.99,202506,23,"237,000",613,14,개인,개인,2004,정자일로 248,-,중개거래,경기 성남시 분당구,26.01.15
3990,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),84.97,202506,23,"131,000",-,16,개인,개인,1995,불정로 195,20250711,중개거래,경기 성남시 분당구,-
3991,경기도 성남시 분당구 서현동,87,87,0,시범한신,133.295,202506,23,"225,000",127,3,개인,개인,1991,중앙공원로 53,-,중개거래,경기 성남시 분당구,25.08.29
3992,경기도 성남시 분당구 서현동,87,87,0,시범한신,133.295,202506,23,"245,000",125,8,개인,개인,1991,중앙공원로 53,-,중개거래,경기 성남시 분당구,25.11.12
3993,경기도 성남시 분당구 서현동,92,92,0,시범현대,59.55,202506,23,"143,000",403,3,개인,개인,1991,중앙공원로 20,-,중개거래,경기 성남시 분당구,25.07.31
3994,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),75.188,202506,23,"104,000",808,15,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.10.31
3995,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),84.99,202506,23,"130,000",110,10,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,25.10.10
3996,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),84.97,202506,23,"113,000",831,4,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.10.01
3997,경기도 성남시 분당구 야탑동,201,201,0,매화마을공무원1,58.92,202506,23,"69,500",101,1,개인,개인,1995,매화로 92,-,중개거래,경기 성남시 분당구,25.09.23
3998,경기도 성남시 분당구 야탑동,205,205,0,매화마을(주공3),38.34,202506,23,"55,500",307,2,개인,개인,1993,양현로 507,-,중개거래,경기 성남시 분당구,25.11.28
3999,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.71,202506,23,"70,000",206,9,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,25.09.16
4000,경기도 성남시 분당구 야탑동,330,330,0,장미마을(코오롱)1,74.14,202506,23,"101,000",132,8,개인,개인,1993,장미로 55,-,직거래,-,25.09.12
4001,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),84.79,202506,23,"85,000",807,4,개인,개인,1993,장미로 101,-,중개거래,경기 용인시 기흥구,25.07.25
4002,경기도 성남시 분당구 이매동,133,133,0,아름마을(삼호),84.84,202506,23,"129,000",408,1,개인,개인,1992,탄천로 95,-,중개거래,경기 성남시 분당구,25.09.30
4003,경기도 성남시 분당구 이매동,133,133,0,아름마을(삼호),132.72,202506,23,"160,000",409,13,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,25.09.23
4004,경기도 성남시 분당구 서현동,299,299,0,효자촌(현대),195.96,202506,23,"199,900",114,5,개인,개인,1992,분당로201번길 17,-,중개거래,경기 성남시 분당구,25.08.13
4005,경기도 성남시 분당구 백현동,558,558,0,백현마을8단지(대림),117.39,202506,23,"227,000",802,7,개인,개인,2009,판교역로 72,-,중개거래,"경기 성남시 분당구, 경기 용인시 기흥구",25.10.20
4006,경기도 성남시 분당구 서현동,92,92,0,시범현대,49.41,202506,23,"113,000",404,3,개인,개인,1991,중앙공원로 20,-,중개거래,경기 성남시 분당구,25.10.15
4007,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),85,202506,23,"106,500",120,13,개인,개인,1993,분당로263번길 24,-,중개거래,경기 성남시 분당구,25.09.22
4008,경기도 성남시 분당구 서현동,87,87,0,시범한신,84.69,202506,23,"191,000",116,3,개인,개인,1991,중앙공원로 53,-,중개거래,경기 성남시 분당구,25.10.30
4009,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),85,202506,23,"147,000",-,7,개인,개인,1992,분당로 190,20250814,중개거래,경기 성남시 분당구,-
4010,경기도 성남시 분당구 분당동,34,34,0,샛별마을(라이프),85,202506,23,"147,000",110,7,개인,개인,1992,분당로 190,-,중개거래,경기 성남시 분당구,25.10.29
4011,경기도 성남시 분당구 금곡동,125,125,0,청솔마을(공무원),58.19,202506,23,"91,000",505,5,개인,개인,1994,금곡로 263,-,중개거래,경기 성남시 분당구,25.09.29
4012,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),84.97,202506,23,"147,000",112,3,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,25.11.20
4013,경기도 성남시 분당구 삼평동,740,740,0,판교호반써밋플레이스,133.96,202506,23,"240,000",103,6,개인,개인,2012,동판교로177번길 25,-,중개거래,경기 성남시 분당구,25.10.15
4014,경기도 성남시 분당구 구미동,110,110,0,하얀마을(5단지)(주공),39.01,202506,23,"65,000",507,12,개인,개인,1996,미금일로 21,-,중개거래,경기 성남시 분당구,26.01.08
4015,경기도 성남시 분당구 구미동,110,110,0,하얀마을(5단지)(주공),39.01,202506,23,"64,500",506,2,개인,개인,1996,미금일로 21,-,중개거래,경기 성남시 분당구,25.07.29
4016,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,23,"64,000",903,5,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.08.22
4017,경기도 성남시 분당구 판교동,629,629,0,판교원마을3단지(푸르지오),101.27,202506,23,"174,000",302,5,개인,개인,2009,판교로 20,-,중개거래,경기 성남시 분당구,25.11.03
4018,경기도 성남시 분당구 정자동,04월 15일,15,4,두산제니스,132.17,202506,23,"207,000",B,23,개인,개인,2003,정자일로232번길 25,-,중개거래,경기 성남시 분당구,25.09.30
4019,경기도 성남시 분당구 정자동,6,6,0,파크뷰,162.869,202506,23,"300,000",611,10,개인,개인,2004,정자일로 248,-,중개거래,경기 성남시 분당구,25.09.04
4020,경기도 성남시 분당구 대장동,642,642,0,판교풍경채어바니티(5단지),84.973,202506,22,"130,000",501동,7,개인,개인,2021,판교대장로5길 20,-,중개거래,경기 성남시 분당구,25.07.31
4021,경기도 성남시 분당구 분당동,35,35,0,샛별마을(동성),59.4,202506,22,"108,000",209,5,개인,개인,1992,분당로 212,-,중개거래,경기 성남시 분당구,25.09.30
4022,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),132.72,202506,22,"160,000",419,15,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,25.09.26
4023,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,202506,22,"70,000",414,14,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,25.08.29
4024,경기도 성남시 분당구 야탑동,510,510,0,탑마을(경향),131.4,202506,22,"154,000",-,4,개인,개인,1993,양현로 272,20250726,중개거래,경기 성남시 분당구,-
4025,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),132.72,202506,22,"169,000",419,14,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,25.10.16
4026,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,66.6,202506,22,"85,000",217,11,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,25.10.17
4027,경기도 성남시 분당구 야탑동,510,510,0,탑마을(경향),131.4,202506,22,"154,000",310,4,개인,개인,1993,양현로 272,-,중개거래,경기 성남시 분당구,25.10.16
4028,경기도 성남시 분당구 수내동,75,75,0,푸른마을(쌍용),84.72,202506,22,"153,000",508,20,개인,개인,1993,백현로 227,-,중개거래,경기 성남시 분당구,25.08.13
4029,경기도 성남시 분당구 수내동,55,55,0,파크타운(롯데),134.413,202506,22,"199,000",129,2,개인,개인,1993,내정로 152,-,중개거래,경기 성남시 분당구,25.10.15
4030,경기도 성남시 분당구 이매동,140,140,0,아름마을(풍림),163.62,202506,22,"214,500",515,6,개인,개인,1993,탄천로 59,-,중개거래,"경기 성남시 분당구, 서울 강남구",25.10.30
4031,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202506,22,"64,500",509,8,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,25.09.30
4032,경기도 성남시 분당구 삼평동,705,705,0,봇들마을1단지(판교신미주),83.698,202506,22,"152,500",116,5,개인,개인,2009,동판교로 275,-,중개거래,경기 성남시 분당구,25.09.30
4033,경기도 성남시 분당구 삼평동,717,717,0,봇들마을2단지(이지더원),84.2822,202506,22,"155,500",216,7,개인,개인,2009,판교로 393,-,중개거래,경기 성남시 분당구,25.09.30
4034,경기도 성남시 분당구 삼평동,705,705,0,봇들마을1단지(판교신미주),82.794,202506,22,"158,000",116,4,개인,개인,2009,동판교로 275,-,중개거래,경기 성남시 분당구,25.09.01
4035,경기도 성남시 분당구 삼평동,705,705,0,봇들마을1단지(판교신미주),83.698,202506,22,"154,500",101,9,개인,개인,2009,동판교로 275,-,중개거래,경기 성남시 분당구,25.08.27
4036,경기도 성남시 분당구 백현동,558,558,0,백현마을8단지(대림),117.39,202506,22,"230,000",802,9,개인,개인,2009,판교역로 72,-,중개거래,경기 성남시 분당구,25.10.31
4037,경기도 성남시 분당구 백현동,554,554,0,백현마을5단지(주공),84.91,202506,22,"238,000",508,3,개인,개인,2009,판교역로 102,-,중개거래,경기 성남시 분당구,26.01.02
4038,경기도 성남시 분당구 야탑동,517,517,0,탑마을(벽산),134.79,202506,21,"140,000",609,7,개인,개인,1994,야탑로 124,-,중개거래,경기 성남시 분당구,25.10.31
4039,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202506,21,"63,500",-,2,개인,개인,1994,정자로 115,20250707,중개거래,경기 성남시 분당구,-
4040,경기도 성남시 분당구 정자동,04월 15일,15,4,두산제니스,157.33,202506,21,"238,500",-,22,개인,개인,2003,정자일로232번길 25,-,중개거래,경기 성남시 분당구,-
4041,경기도 성남시 분당구 정자동,192,192,0,정든마을(5단지)(신화),163.55,202506,21,"167,000",505,8,개인,개인,1995,정자로 112,-,중개거래,경기 성남시 분당구,26.01.09
4042,경기도 성남시 분당구 정자동,198,198,0,정든마을(2단지)(동아),48.84,202506,21,"81,000",205,11,개인,개인,1995,불정로 179,-,중개거래,경기 성남시 분당구,25.10.31
4043,경기도 성남시 분당구 정자동,192,192,0,정든마을(8단지)(한진),112.2,202506,21,"153,800",805,10,개인,개인,1995,불정로 119,-,중개거래,경기 성남시 분당구,25.10.15
4044,경기도 성남시 분당구 정자동,200,200,0,정든마을(1단지)(동아),124.26,202506,21,"155,000",107,8,개인,개인,1995,불정로 141,-,중개거래,경기 성남시 분당구,25.09.30
4045,경기도 성남시 분당구 정자동,90,90,0,느티마을(4단지)(공무원),67.43,202506,21,"175,000",407,7,개인,개인,1994,느티로 70,-,중개거래,경기 성남시 분당구,25.09.29
4046,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,202506,21,"74,000",615,2,개인,개인,1994,불정로 195,-,중개거래,경기 성남시 분당구,25.08.21
4047,경기도 성남시 분당구 정자동,198,198,0,정든마을(6단지)(우성),48.84,202506,21,"76,800",616,10,개인,개인,1994,불정로 195,-,중개거래,경기 성남시 분당구,25.07.18
4048,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202506,21,"63,500",502,2,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,25.08.01
4049,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),42.75,202506,21,"68,000",414,3,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,25.09.02
4050,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202506,21,"77,000",509,1,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.07.21
4051,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202506,21,"82,000",512,14,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.07.22
4052,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202506,21,"80,000",509,10,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,25.08.01
4053,경기도 성남시 분당구 수내동,71,71,0,푸른마을(벽산),131.4,202506,21,"195,000",202,13,개인,개인,1992,수내로 174,-,중개거래,경기 성남시 분당구,25.09.15
4054,경기도 성남시 분당구 수내동,73,73,0,푸른마을(신성),59.78,202506,21,"110,000",316,5,개인,개인,1992,수내로 206,-,중개거래,경기 성남시 분당구,25.09.16
4055,경기도 성남시 분당구 수내동,75,75,0,푸른마을(쌍용),84.72,202506,21,"150,000",603,1,개인,개인,1992,백현로 265,-,중개거래,경기 성남시 분당구,25.09.25
4056,경기도 성남시 분당구 수내동,27,27,0,양지마을(3단지)(금호),134.48,202506,21,"240,000",301,5,개인,개인,1992,내정로 151,-,중개거래,경기 성남시 분당구,25.10.21
4057,경기도 성남시 분당구 수내동,55,55,0,파크타운(롯데),101.91,202506,21,"192,000",132,10,개인,개인,1993,내정로 152,-,중개거래,경기 성남시 분당구,25.11.03
4058,경기도 성남시 분당구 수내동,51,51,0,파크타운(대림),131.49,202506,21,"202,000",101,3,개인,개인,1993,내정로 186,-,중개거래,경기 성남시 분당구,25.11.03
4059,경기도 성남시 분당구 수내동,52,52,0,파크타운(서안),131.49,202506,21,"210,000",108,6,개인,개인,1993,수내로 148,-,중개거래,"경기 성남시 분당구, 서울 송파구",25.09.25
4060,경기도 성남시 분당구 판교동,585,585,0,판교원마을9단지(한림풀에버),84.9562,202506,21,"140,000",914,1,개인,개인,2009,서판교로 29,-,중개거래,경기 성남시 분당구,25.10.15
4061,경기도 성남시 분당구 판교동,494,494,0,판교원마을12단지(힐스테이트),101.98,202506,21,"150,000",1204,14,개인,개인,2009,서판교로 165,-,중개거래,경기 성남시 분당구,25.12.24
4062,경기도 성남시 분당구 야탑동,525,525,0,탑마을(경남)1,84.91,202506,21,"119,400",-,9,개인,개인,1994,판교로 519,20250708,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",-
4063,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),131.73,202506,21,"154,500",111,8,개인,개인,1993,장미로 55,-,중개거래,경기 성남시 분당구,25.10.31
4064,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202506,21,"65,900",901,6,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,25.09.17
4065,경기도 성남시 분당구 금곡동,202,202,0,분당하우스토리,159.04,202506,21,"141,000",분당하우스토리(102동),6,개인,개인,2004,정자일로 15,-,중개거래,경기 성남시 분당구,25.10.31
4066,경기도 성남시 분당구 서현동,92,92,0,시범현대,193.44,202506,21,"260,000",411,13,개인,개인,1991,중앙공원로 20,-,중개거래,경기 성남시 분당구,25.10.31
4067,경기도 성남시 분당구 서현동,91,91,0,시범한양,134.87,202506,21,"225,000",322,12,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.10.30
4068,경기도 성남시 분당구 서현동,96,96,0,시범우성,84.6,202506,21,"190,000",210,10,개인,개인,1991,중앙공원로 54,-,중개거래,경기 성남시 분당구,25.10.23
4069,경기도 성남시 분당구 서현동,92,92,0,시범현대,108.75,202506,21,"195,000",420,4,개인,개인,1991,중앙공원로 20,-,중개거래,"경기 성남시 분당구, 대전 서구",25.10.17
4070,경기도 성남시 분당구 서현동,91,91,0,시범한양,35.1,202506,21,"84,500",332,7,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,25.10.02
4071,경기도 성남시 분당구 서현동,92,92,0,시범현대,84.95,202506,21,"160,000",413,9,개인,개인,1992,중앙공원로 20,-,중개거래,경기 성남시 분당구,25.08.29
4072,경기도 성남시 분당구 서현동,308,308,0,효자촌(럭키),53.82,202506,21,"80,000",624,1,개인,개인,1994,불정로 362,-,중개거래,경기 성남시 분당구,25.09.30
4073,경기도 성남시 분당구 서현동,87,87,0,시범삼성,133.295,202506,21,"225,000",133,4,개인,개인,1991,중앙공원로 53,-,중개거래,경기 성남시 분당구,25.09.30
4074,경기도 성남시 분당구 서현동,308,308,0,효자촌(럭키),53.82,202506,21,"80,000",-,1,개인,개인,1994,불정로 362,20250718,중개거래,경기 성남시 분당구,-
4075,경기도 성남시 분당구 서현동,96,96,0,시범우성,64.8,202506,21,"140,000",218,15,개인,개인,1991,중앙공원로 54,-,중개거래,"경기 성남시 분당구, 경기 성남시 수정구",25.09.08
4076,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),84.97,202506,21,"119,000",834,8,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,25.10.30
4077,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),84.97,202506,21,"114,000",832,15,개인,개인,1993,장미로 101,-,중개거래,"경기 성남시 분당구, 경기 하남시",25.10.30
4078,경기도 성남시 분당구 야탑동,205,205,0,매화마을(주공3),41.85,202506,21,"54,300",301,4,개인,개인,1993,양현로 507,-,중개거래,경기 성남시 분당구,25.08.28
4079,경기도 성남시 분당구 야탑동,525,525,0,탑마을(경남)1,84.91,202506,21,"119,400",706,9,개인,개인,1994,판교로 519,-,중개거래,"경기 성남시 분당구, 경기 성남시 중원구",25.11.28
4080,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),84.97,202506,21,"119,000",-,8,개인,개인,1993,장미로 101,20250909,중개거래,경기 성남시 분당구,-
4081,경기도 성남시 분당구 야탑동,147,147,0,목련마을SK,59.93,202506,21,"61,000",602,13,개인,개인,1998,판교로743번길 7,-,직거래,-,25.09.09
4082,경기도 성남시 분당구 야탑동,330,330,0,장미마을(동부),131.73,202506,21,"154,500",-,8,개인,개인,1993,장미로 55,20250905,중개거래,경기 성남시 분당구,-
4083,경기도 성남시 분당구 야탑동,156,156,0,목련마을(영남),53.6,202506,21,"55,000",502,6,개인,개인,1995,판교로 669,-,중개거래,경기 성남시 분당구,25.09.01
4084,경기도 성남시 분당구 운중동,956,956,0,산운마을8단지(부영사랑으로),81.019,202506,21,"137,500",805,17,개인,개인,2008,산운로 98,-,중개거래,경기 성남시 분당구,25.09.18
4085,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),101.67,202506,21,"152,000",-,9,개인,개인,2010,판교원로82번길 30,20250813,중개거래,경기 성남시 분당구,-
4086,경기도 성남시 분당구 운중동,918,918,0,산운마을13단지(태영),101.67,202506,21,"152,000",1312,9,개인,개인,2010,판교원로82번길 30,-,중개거래,경기 성남시 분당구,25.09.22
4087,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),51.13,202506,21,"100,500",-,5,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,-
4088,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),49.67,202506,21,"91,000",203,6,개인,개인,1996,미금일로 22,-,중개거래,경기 성남시 분당구,25.09.19
4089,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),59.98,202506,21,"104,000",201,18,개인,개인,1996,미금일로 22,-,중개거래,경기 성남시 분당구,25.10.13
4090,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202506,21,"128,000",109,24,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,25.10.24
